"Alue","Vuosi","Koulutussektori","Ulkomaalaiset opiskelijat","Vieraskieliset opiskelijat"
"Parainen","2013","Yliopistokoulutus",0,0
"Parainen","2014","Perusopetus",0,0
"Parainen","2014","Perusasteen jälkeinen koulutus yhteensä",19,32
"Parainen","2014","Lukiokoulutus",3,6
"Parainen","2014","Ammatillinen koulutus",16,26
"Parainen","2014","Ammattikorkeakoulutus",0,0
"Parainen","2014","Yliopistokoulutus",0,0
"Parainen","2015","Perusopetus",0,0
"Parainen","2015","Perusasteen jälkeinen koulutus yhteensä",30,43
"Parainen","2015","Lukiokoulutus",2,7
"Parainen","2015","Ammatillinen koulutus",28,36
"Parainen","2015","Ammattikorkeakoulutus",0,0
"Parainen","2015","Yliopistokoulutus",0,0
"Parainen","2016","Perusopetus",0,0
"Parainen","2016","Perusasteen jälkeinen koulutus yhteensä",34,42
"Parainen","2016","Lukiokoulutus",1,8
"Parainen","2016","Ammatillinen koulutus",33,34
"Parainen","2016","Ammattikorkeakoulutus",0,0
"Parainen","2016","Yliopistokoulutus",0,0
"Parainen","2017","Perusopetus",0,0
"Parainen","2017","Perusasteen jälkeinen koulutus yhteensä",32,51
"Parainen","2017","Lukiokoulutus",4,13
"Parainen","2017","Ammatillinen koulutus",28,38
"Parainen","2017","Ammattikorkeakoulutus",0,0
"Parainen","2017","Yliopistokoulutus",0,0
"Parainen","2018","Perusopetus",0,0
"Parainen","2018","Perusasteen jälkeinen koulutus yhteensä",18,32
"Parainen","2018","Lukiokoulutus",2,8
"Parainen","2018","Ammatillinen koulutus",16,24
"Parainen","2018","Ammattikorkeakoulutus",0,0
"Parainen","2018","Yliopistokoulutus",0,0
"Parainen","2019","Perusopetus",0,0
"Parainen","2019","Perusasteen jälkeinen koulutus yhteensä",24,35
"Parainen","2019","Lukiokoulutus",5,11
"Parainen","2019","Ammatillinen koulutus",19,24
"Parainen","2019","Ammattikorkeakoulutus",0,0
"Parainen","2019","Yliopistokoulutus",0,0
"Parainen","2020","Perusopetus",45,72
"Parainen","2020","Perusasteen jälkeinen koulutus yhteensä",31,35
"Parainen","2020","Lukiokoulutus",5,9
"Parainen","2020","Ammatillinen koulutus",26,26
"Parainen","2020","Ammattikorkeakoulutus",0,0
"Parainen","2020","Yliopistokoulutus",0,0
"Parainen","2021","Perusopetus",45,69
"Parainen","2021","Perusasteen jälkeinen koulutus yhteensä",41,50
"Parainen","2021","Lukiokoulutus",4,12
"Parainen","2021","Ammatillinen koulutus",37,38
"Parainen","2021","Ammattikorkeakoulutus",0,0
"Parainen","2021","Yliopistokoulutus",0,0
"Parainen","2022","Perusopetus",50,77
"Parainen","2022","Perusasteen jälkeinen koulutus yhteensä",48,57
"Parainen","2022","Lukiokoulutus",4,12
"Parainen","2022","Ammatillinen koulutus",44,45
"Parainen","2022","Ammattikorkeakoulutus",0,0
"Parainen","2022","Yliopistokoulutus",0,0
"Parikkala","2004","Perusopetus",0,0
"Parikkala","2004","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parikkala","2004","Lukiokoulutus",1,1
"Parikkala","2004","Ammatillinen koulutus",0,0
"Parikkala","2004","Ammattikorkeakoulutus",0,0
"Parikkala","2004","Yliopistokoulutus",0,0
"Parikkala","2005","Perusopetus",0,0
"Parikkala","2005","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parikkala","2005","Lukiokoulutus",1,1
"Parikkala","2005","Ammatillinen koulutus",1,1
"Parikkala","2005","Ammattikorkeakoulutus",0,0
"Parikkala","2005","Yliopistokoulutus",0,0
"Parikkala","2006","Perusopetus",0,0
"Parikkala","2006","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parikkala","2006","Lukiokoulutus",1,1
"Parikkala","2006","Ammatillinen koulutus",1,1
"Parikkala","2006","Ammattikorkeakoulutus",0,0
"Parikkala","2006","Yliopistokoulutus",0,0
"Parikkala","2007","Perusopetus",0,0
"Parikkala","2007","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parikkala","2007","Lukiokoulutus",0,0
"Parikkala","2007","Ammatillinen koulutus",1,1
"Parikkala","2007","Ammattikorkeakoulutus",0,0
"Parikkala","2007","Yliopistokoulutus",0,0
"Parikkala","2008","Perusopetus",0,0
"Parikkala","2008","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2008","Lukiokoulutus",0,0
"Parikkala","2008","Ammatillinen koulutus",0,0
"Parikkala","2008","Ammattikorkeakoulutus",0,0
"Parikkala","2008","Yliopistokoulutus",0,0
"Parikkala","2009","Perusopetus",0,0
"Parikkala","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2009","Lukiokoulutus",0,0
"Parikkala","2009","Ammatillinen koulutus",0,0
"Parikkala","2009","Ammattikorkeakoulutus",0,0
"Parikkala","2009","Yliopistokoulutus",0,0
"Parikkala","2010","Perusopetus",0,0
"Parikkala","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2010","Lukiokoulutus",0,0
"Parikkala","2010","Ammatillinen koulutus",0,0
"Parikkala","2010","Ammattikorkeakoulutus",0,0
"Parikkala","2010","Yliopistokoulutus",0,0
"Parikkala","2011","Perusopetus",0,0
"Parikkala","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2011","Lukiokoulutus",0,0
"Parikkala","2011","Ammatillinen koulutus",0,0
"Parikkala","2011","Ammattikorkeakoulutus",0,0
"Parikkala","2011","Yliopistokoulutus",0,0
"Parikkala","2012","Perusopetus",0,0
"Parikkala","2012","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2012","Lukiokoulutus",0,0
"Parikkala","2012","Ammatillinen koulutus",0,0
"Parikkala","2012","Ammattikorkeakoulutus",0,0
"Parikkala","2012","Yliopistokoulutus",0,0
"Parikkala","2013","Perusopetus",0,0
"Parikkala","2013","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parikkala","2013","Lukiokoulutus",1,1
"Parikkala","2013","Ammatillinen koulutus",0,0
"Parikkala","2013","Ammattikorkeakoulutus",0,0
"Parikkala","2013","Yliopistokoulutus",0,0
"Parikkala","2014","Perusopetus",0,0
"Parikkala","2014","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parikkala","2014","Lukiokoulutus",2,2
"Parikkala","2014","Ammatillinen koulutus",0,0
"Parikkala","2014","Ammattikorkeakoulutus",0,0
"Parikkala","2014","Yliopistokoulutus",0,0
"Parikkala","2015","Perusopetus",0,0
"Parikkala","2015","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parikkala","2015","Lukiokoulutus",1,1
"Parikkala","2015","Ammatillinen koulutus",0,0
"Parikkala","2015","Ammattikorkeakoulutus",0,0
"Parikkala","2015","Yliopistokoulutus",0,0
"Parikkala","2016","Perusopetus",0,0
"Parikkala","2016","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2016","Lukiokoulutus",0,0
"Parikkala","2016","Ammatillinen koulutus",0,0
"Parikkala","2016","Ammattikorkeakoulutus",0,0
"Parikkala","2016","Yliopistokoulutus",0,0
"Parikkala","2017","Perusopetus",0,0
"Parikkala","2017","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2017","Lukiokoulutus",0,0
"Parikkala","2017","Ammatillinen koulutus",0,0
"Parikkala","2017","Ammattikorkeakoulutus",0,0
"Parikkala","2017","Yliopistokoulutus",0,0
"Parikkala","2018","Perusopetus",0,0
"Parikkala","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2018","Lukiokoulutus",0,0
"Parikkala","2018","Ammatillinen koulutus",0,0
"Parikkala","2018","Ammattikorkeakoulutus",0,0
"Parikkala","2018","Yliopistokoulutus",0,0
"Parikkala","2019","Perusopetus",0,0
"Parikkala","2019","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2019","Lukiokoulutus",0,0
"Parikkala","2019","Ammatillinen koulutus",0,0
"Parikkala","2019","Ammattikorkeakoulutus",0,0
"Parikkala","2019","Yliopistokoulutus",0,0
"Parikkala","2020","Perusopetus",6,12
"Parikkala","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2020","Lukiokoulutus",0,0
"Parikkala","2020","Ammatillinen koulutus",0,0
"Parikkala","2020","Ammattikorkeakoulutus",0,0
"Parikkala","2020","Yliopistokoulutus",0,0
"Parikkala","2021","Perusopetus",6,16
"Parikkala","2021","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parikkala","2021","Lukiokoulutus",0,0
"Parikkala","2021","Ammatillinen koulutus",0,0
"Parikkala","2021","Ammattikorkeakoulutus",0,0
"Parikkala","2021","Yliopistokoulutus",0,0
"Parikkala","2022","Perusopetus",5,15
"Parikkala","2022","Perusasteen jälkeinen koulutus yhteensä",0,1
"Parikkala","2022","Lukiokoulutus",0,1
"Parikkala","2022","Ammatillinen koulutus",0,0
"Parikkala","2022","Ammattikorkeakoulutus",0,0
"Parikkala","2022","Yliopistokoulutus",0,0
"Parkano","2004","Perusopetus",0,0
"Parkano","2004","Perusasteen jälkeinen koulutus yhteensä",4,4
"Parkano","2004","Lukiokoulutus",1,1
"Parkano","2004","Ammatillinen koulutus",3,3
"Parkano","2004","Ammattikorkeakoulutus",0,0
"Parkano","2004","Yliopistokoulutus",0,0
"Parkano","2005","Perusopetus",0,0
"Parkano","2005","Perusasteen jälkeinen koulutus yhteensä",5,5
"Parkano","2005","Lukiokoulutus",3,3
"Parkano","2005","Ammatillinen koulutus",2,2
"Parkano","2005","Ammattikorkeakoulutus",0,0
"Parkano","2005","Yliopistokoulutus",0,0
"Parkano","2006","Perusopetus",0,0
"Parkano","2006","Perusasteen jälkeinen koulutus yhteensä",4,3
"Parkano","2006","Lukiokoulutus",2,1
"Parkano","2006","Ammatillinen koulutus",2,2
"Parkano","2006","Ammattikorkeakoulutus",0,0
"Parkano","2006","Yliopistokoulutus",0,0
"Parkano","2007","Perusopetus",0,0
"Parkano","2007","Perusasteen jälkeinen koulutus yhteensä",4,3
"Parkano","2007","Lukiokoulutus",3,2
"Parkano","2007","Ammatillinen koulutus",1,1
"Parkano","2007","Ammattikorkeakoulutus",0,0
"Parkano","2007","Yliopistokoulutus",0,0
"Parkano","2008","Perusopetus",0,0
"Parkano","2008","Perusasteen jälkeinen koulutus yhteensä",1,0
"Parkano","2008","Lukiokoulutus",1,0
"Parkano","2008","Ammatillinen koulutus",0,0
"Parkano","2008","Ammattikorkeakoulutus",0,0
"Parkano","2008","Yliopistokoulutus",0,0
"Parkano","2009","Perusopetus",0,0
"Parkano","2009","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parkano","2009","Lukiokoulutus",2,2
"Parkano","2009","Ammatillinen koulutus",0,0
"Parkano","2009","Ammattikorkeakoulutus",0,0
"Parkano","2009","Yliopistokoulutus",0,0
"Parkano","2010","Perusopetus",0,0
"Parkano","2010","Perusasteen jälkeinen koulutus yhteensä",3,2
"Parkano","2010","Lukiokoulutus",3,2
"Parkano","2010","Ammatillinen koulutus",0,0
"Parkano","2010","Ammattikorkeakoulutus",0,0
"Parkano","2010","Yliopistokoulutus",0,0
"Parkano","2011","Perusopetus",0,0
"Parkano","2011","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parkano","2011","Lukiokoulutus",2,2
"Parkano","2011","Ammatillinen koulutus",0,0
"Parkano","2011","Ammattikorkeakoulutus",0,0
"Parkano","2011","Yliopistokoulutus",0,0
"Parkano","2012","Perusopetus",0,0
"Parkano","2012","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parkano","2012","Lukiokoulutus",2,2
"Parkano","2012","Ammatillinen koulutus",0,0
"Parkano","2012","Ammattikorkeakoulutus",0,0
"Parkano","2012","Yliopistokoulutus",0,0
"Parkano","2013","Perusopetus",0,0
"Parkano","2013","Perusasteen jälkeinen koulutus yhteensä",2,2
"Parkano","2013","Lukiokoulutus",1,1
"Parkano","2013","Ammatillinen koulutus",1,1
"Parkano","2013","Ammattikorkeakoulutus",0,0
"Parkano","2013","Yliopistokoulutus",0,0
"Parkano","2014","Perusopetus",0,0
"Parkano","2014","Perusasteen jälkeinen koulutus yhteensä",1,2
"Parkano","2014","Lukiokoulutus",1,1
"Parkano","2014","Ammatillinen koulutus",0,1
"Parkano","2014","Ammattikorkeakoulutus",0,0
"Parkano","2014","Yliopistokoulutus",0,0
"Parkano","2015","Perusopetus",0,0
"Parkano","2015","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parkano","2015","Lukiokoulutus",1,1
"Parkano","2015","Ammatillinen koulutus",0,0
"Parkano","2015","Ammattikorkeakoulutus",0,0
"Parkano","2015","Yliopistokoulutus",0,0
"Parkano","2016","Perusopetus",0,0
"Parkano","2016","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parkano","2016","Lukiokoulutus",0,0
"Parkano","2016","Ammatillinen koulutus",0,0
"Parkano","2016","Ammattikorkeakoulutus",0,0
"Parkano","2016","Yliopistokoulutus",0,0
"Parkano","2017","Perusopetus",0,0
"Parkano","2017","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parkano","2017","Lukiokoulutus",0,0
"Parkano","2017","Ammatillinen koulutus",0,0
"Parkano","2017","Ammattikorkeakoulutus",0,0
"Parkano","2017","Yliopistokoulutus",0,0
"Parkano","2018","Perusopetus",0,0
"Parkano","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Parkano","2018","Lukiokoulutus",0,0
"Parkano","2018","Ammatillinen koulutus",0,0
"Parkano","2018","Ammattikorkeakoulutus",0,0
"Parkano","2018","Yliopistokoulutus",0,0
"Parkano","2019","Perusopetus",0,0
"Parkano","2019","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parkano","2019","Lukiokoulutus",1,1
"Parkano","2019","Ammatillinen koulutus",0,0
"Parkano","2019","Ammattikorkeakoulutus",0,0
"Parkano","2019","Yliopistokoulutus",0,0
"Parkano","2020","Perusopetus",21,25
"Parkano","2020","Perusasteen jälkeinen koulutus yhteensä",1,1
"Parkano","2020","Lukiokoulutus",1,1
"Parkano","2020","Ammatillinen koulutus",0,0
"Parkano","2020","Ammattikorkeakoulutus",0,0
"Parkano","2020","Yliopistokoulutus",0,0
"Parkano","2021","Perusopetus",18,24
"Parkano","2021","Perusasteen jälkeinen koulutus yhteensä",1,2
"Parkano","2021","Lukiokoulutus",1,2
"Parkano","2021","Ammatillinen koulutus",0,0
"Parkano","2021","Ammattikorkeakoulutus",0,0
"Parkano","2021","Yliopistokoulutus",0,0
"Parkano","2022","Perusopetus",21,26
"Parkano","2022","Perusasteen jälkeinen koulutus yhteensä",2,3
"Parkano","2022","Lukiokoulutus",2,3
"Parkano","2022","Ammatillinen koulutus",0,0
"Parkano","2022","Ammattikorkeakoulutus",0,0
"Parkano","2022","Yliopistokoulutus",0,0
"Pedersören kunta","2004","Perusopetus",0,0
"Pedersören kunta","2004","Perusasteen jälkeinen koulutus yhteensä",7,6
"Pedersören kunta","2004","Lukiokoulutus",1,4
"Pedersören kunta","2004","Ammatillinen koulutus",6,2
"Pedersören kunta","2004","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2004","Yliopistokoulutus",0,0
"Pedersören kunta","2005","Perusopetus",0,0
"Pedersören kunta","2005","Perusasteen jälkeinen koulutus yhteensä",8,5
"Pedersören kunta","2005","Lukiokoulutus",1,3
"Pedersören kunta","2005","Ammatillinen koulutus",7,2
"Pedersören kunta","2005","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2005","Yliopistokoulutus",0,0
"Pedersören kunta","2006","Perusopetus",0,0
"Pedersören kunta","2006","Perusasteen jälkeinen koulutus yhteensä",5,4
"Pedersören kunta","2006","Lukiokoulutus",0,2
"Pedersören kunta","2006","Ammatillinen koulutus",5,2
"Pedersören kunta","2006","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2006","Yliopistokoulutus",0,0
"Pedersören kunta","2007","Perusopetus",0,0
"Pedersören kunta","2007","Perusasteen jälkeinen koulutus yhteensä",3,1
"Pedersören kunta","2007","Lukiokoulutus",0,0
"Pedersören kunta","2007","Ammatillinen koulutus",3,1
"Pedersören kunta","2007","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2007","Yliopistokoulutus",0,0
"Pedersören kunta","2008","Perusopetus",0,0
"Pedersören kunta","2008","Perusasteen jälkeinen koulutus yhteensä",3,3
"Pedersören kunta","2008","Lukiokoulutus",1,0
"Pedersören kunta","2008","Ammatillinen koulutus",2,3
"Pedersören kunta","2008","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2008","Yliopistokoulutus",0,0
"Pedersören kunta","2009","Perusopetus",0,0
"Pedersören kunta","2009","Perusasteen jälkeinen koulutus yhteensä",8,5
"Pedersören kunta","2009","Lukiokoulutus",2,1
"Pedersören kunta","2009","Ammatillinen koulutus",6,4
"Pedersören kunta","2009","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2009","Yliopistokoulutus",0,0
"Pedersören kunta","2010","Perusopetus",0,0
"Pedersören kunta","2010","Perusasteen jälkeinen koulutus yhteensä",6,5
"Pedersören kunta","2010","Lukiokoulutus",0,0
"Pedersören kunta","2010","Ammatillinen koulutus",6,5
"Pedersören kunta","2010","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2010","Yliopistokoulutus",0,0
"Pedersören kunta","2011","Perusopetus",0,0
"Pedersören kunta","2011","Perusasteen jälkeinen koulutus yhteensä",10,8
"Pedersören kunta","2011","Lukiokoulutus",0,0
"Pedersören kunta","2011","Ammatillinen koulutus",10,8
"Pedersören kunta","2011","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2011","Yliopistokoulutus",0,0
"Pedersören kunta","2012","Perusopetus",0,0
"Pedersören kunta","2012","Perusasteen jälkeinen koulutus yhteensä",8,6
"Pedersören kunta","2012","Lukiokoulutus",0,0
"Pedersören kunta","2012","Ammatillinen koulutus",8,6
"Pedersören kunta","2012","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2012","Yliopistokoulutus",0,0
"Pedersören kunta","2013","Perusopetus",0,0
"Pedersören kunta","2013","Perusasteen jälkeinen koulutus yhteensä",4,4
"Pedersören kunta","2013","Lukiokoulutus",1,1
"Pedersören kunta","2013","Ammatillinen koulutus",3,3
"Pedersören kunta","2013","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2013","Yliopistokoulutus",0,0
"Pedersören kunta","2014","Perusopetus",0,0
"Pedersören kunta","2014","Perusasteen jälkeinen koulutus yhteensä",14,17
"Pedersören kunta","2014","Lukiokoulutus",0,1
"Pedersören kunta","2014","Ammatillinen koulutus",14,16
"Pedersören kunta","2014","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2014","Yliopistokoulutus",0,0
"Pedersören kunta","2015","Perusopetus",0,0
"Pedersören kunta","2015","Perusasteen jälkeinen koulutus yhteensä",20,23
"Pedersören kunta","2015","Lukiokoulutus",0,1
"Pedersören kunta","2015","Ammatillinen koulutus",20,22
"Pedersören kunta","2015","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2015","Yliopistokoulutus",0,0
"Pedersören kunta","2016","Perusopetus",0,0
"Pedersören kunta","2016","Perusasteen jälkeinen koulutus yhteensä",44,49
"Pedersören kunta","2016","Lukiokoulutus",3,4
"Pedersören kunta","2016","Ammatillinen koulutus",41,45
"Pedersören kunta","2016","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2016","Yliopistokoulutus",0,0
"Pedersören kunta","2017","Perusopetus",0,0
"Pedersören kunta","2017","Perusasteen jälkeinen koulutus yhteensä",38,44
"Pedersören kunta","2017","Lukiokoulutus",4,4
"Pedersören kunta","2017","Ammatillinen koulutus",34,40
"Pedersören kunta","2017","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2017","Yliopistokoulutus",0,0
"Pedersören kunta","2018","Perusopetus",0,0
"Pedersören kunta","2018","Perusasteen jälkeinen koulutus yhteensä",41,49
"Pedersören kunta","2018","Lukiokoulutus",4,3
"Pedersören kunta","2018","Ammatillinen koulutus",37,46
"Pedersören kunta","2018","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2018","Yliopistokoulutus",0,0
"Pedersören kunta","2019","Perusopetus",0,0
"Pedersören kunta","2019","Perusasteen jälkeinen koulutus yhteensä",34,46
"Pedersören kunta","2019","Lukiokoulutus",1,0
"Pedersören kunta","2019","Ammatillinen koulutus",33,46
"Pedersören kunta","2019","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2019","Yliopistokoulutus",0,0
"Pedersören kunta","2020","Perusopetus",42,52
"Pedersören kunta","2020","Perusasteen jälkeinen koulutus yhteensä",37,49
"Pedersören kunta","2020","Lukiokoulutus",2,0
"Pedersören kunta","2020","Ammatillinen koulutus",35,49
"Pedersören kunta","2020","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2020","Yliopistokoulutus",0,0
"Pedersören kunta","2021","Perusopetus",39,58
"Pedersören kunta","2021","Perusasteen jälkeinen koulutus yhteensä",35,44
"Pedersören kunta","2021","Lukiokoulutus",2,1
"Pedersören kunta","2021","Ammatillinen koulutus",33,43
"Pedersören kunta","2021","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2021","Yliopistokoulutus",0,0
"Pedersören kunta","2022","Perusopetus",38,59
"Pedersören kunta","2022","Perusasteen jälkeinen koulutus yhteensä",41,51
"Pedersören kunta","2022","Lukiokoulutus",4,4
"Pedersören kunta","2022","Ammatillinen koulutus",37,47
"Pedersören kunta","2022","Ammattikorkeakoulutus",0,0
"Pedersören kunta","2022","Yliopistokoulutus",0,0
"Pelkosenniemi","2004","Perusopetus",0,0
"Pelkosenniemi","2004","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2004","Lukiokoulutus",0,0
"Pelkosenniemi","2004","Ammatillinen koulutus",0,0
"Pelkosenniemi","2004","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2004","Yliopistokoulutus",0,0
"Pelkosenniemi","2005","Perusopetus",0,0
"Pelkosenniemi","2005","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2005","Lukiokoulutus",0,0
"Pelkosenniemi","2005","Ammatillinen koulutus",0,0
"Pelkosenniemi","2005","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2005","Yliopistokoulutus",0,0
"Pelkosenniemi","2006","Perusopetus",0,0
"Pelkosenniemi","2006","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2006","Lukiokoulutus",0,0
"Pelkosenniemi","2006","Ammatillinen koulutus",0,0
"Pelkosenniemi","2006","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2006","Yliopistokoulutus",0,0
"Pelkosenniemi","2007","Perusopetus",0,0
"Pelkosenniemi","2007","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2007","Lukiokoulutus",0,0
"Pelkosenniemi","2007","Ammatillinen koulutus",0,0
"Pelkosenniemi","2007","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2007","Yliopistokoulutus",0,0
"Pelkosenniemi","2008","Perusopetus",0,0
"Pelkosenniemi","2008","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2008","Lukiokoulutus",0,0
"Pelkosenniemi","2008","Ammatillinen koulutus",0,0
"Pelkosenniemi","2008","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2008","Yliopistokoulutus",0,0
"Pelkosenniemi","2009","Perusopetus",0,0
"Pelkosenniemi","2009","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2009","Lukiokoulutus",0,0
"Pelkosenniemi","2009","Ammatillinen koulutus",0,0
"Pelkosenniemi","2009","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2009","Yliopistokoulutus",0,0
"Pelkosenniemi","2010","Perusopetus",0,0
"Pelkosenniemi","2010","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2010","Lukiokoulutus",0,0
"Pelkosenniemi","2010","Ammatillinen koulutus",0,0
"Pelkosenniemi","2010","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2010","Yliopistokoulutus",0,0
"Pelkosenniemi","2011","Perusopetus",0,0
"Pelkosenniemi","2011","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2011","Lukiokoulutus",0,0
"Pelkosenniemi","2011","Ammatillinen koulutus",0,0
"Pelkosenniemi","2011","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2011","Yliopistokoulutus",0,0
"Pelkosenniemi","2012","Perusopetus",0,0
"Pelkosenniemi","2012","Perusasteen jälkeinen koulutus yhteensä",1,1
"Pelkosenniemi","2012","Lukiokoulutus",0,0
"Pelkosenniemi","2012","Ammatillinen koulutus",1,1
"Pelkosenniemi","2012","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2012","Yliopistokoulutus",0,0
"Pelkosenniemi","2013","Perusopetus",0,0
"Pelkosenniemi","2013","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2013","Lukiokoulutus",0,0
"Pelkosenniemi","2013","Ammatillinen koulutus",0,0
"Pelkosenniemi","2013","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2013","Yliopistokoulutus",0,0
"Pelkosenniemi","2014","Perusopetus",0,0
"Pelkosenniemi","2014","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2014","Lukiokoulutus",0,0
"Pelkosenniemi","2014","Ammatillinen koulutus",0,0
"Pelkosenniemi","2014","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2014","Yliopistokoulutus",0,0
"Pelkosenniemi","2015","Perusopetus",0,0
"Pelkosenniemi","2015","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2015","Lukiokoulutus",0,0
"Pelkosenniemi","2015","Ammatillinen koulutus",0,0
"Pelkosenniemi","2015","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2015","Yliopistokoulutus",0,0
"Pelkosenniemi","2016","Perusopetus",0,0
"Pelkosenniemi","2016","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2016","Lukiokoulutus",0,0
"Pelkosenniemi","2016","Ammatillinen koulutus",0,0
"Pelkosenniemi","2016","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2016","Yliopistokoulutus",0,0
"Pelkosenniemi","2017","Perusopetus",0,0
"Pelkosenniemi","2017","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2017","Lukiokoulutus",0,0
"Pelkosenniemi","2017","Ammatillinen koulutus",0,0
"Pelkosenniemi","2017","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2017","Yliopistokoulutus",0,0
"Pelkosenniemi","2018","Perusopetus",0,0
"Pelkosenniemi","2018","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2018","Lukiokoulutus",0,0
"Pelkosenniemi","2018","Ammatillinen koulutus",0,0
"Pelkosenniemi","2018","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2018","Yliopistokoulutus",0,0
"Pelkosenniemi","2019","Perusopetus",0,0
"Pelkosenniemi","2019","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2019","Lukiokoulutus",0,0
"Pelkosenniemi","2019","Ammatillinen koulutus",0,0
"Pelkosenniemi","2019","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2019","Yliopistokoulutus",0,0
"Pelkosenniemi","2020","Perusopetus",0,0
"Pelkosenniemi","2020","Perusasteen jälkeinen koulutus yhteensä",0,0
"Pelkosenniemi","2020","Lukiokoulutus",0,0
"Pelkosenniemi","2020","Ammatillinen koulutus",0,0
"Pelkosenniemi","2020","Ammattikorkeakoulutus",0,0
"Pelkosenniemi","2020","Yliopistokoulutus",0,0
"Pelkosenniemi","2021","Perusopetus",0,1
